row_id,group,series,char,relation_in_shuowen,shuowen_gloss,shuowen_id,daxu_fanqie,guangyun_position,guangyun_fanqie,mc_bs2014,mc_match_method,mc_confidence,guangyun_all_readings,oc_bs2014,oc_status,oc_zhengzhang,oc_zz_status,duan_rhyme_group,series_head_rhyme_group,duan_semantic_remarks,duan_loan_extension_remarks,claimed_core,claimed_core_source,code_core,alt_core,code_alt_core,coder,coder_note,flags,src_gloss,src_duan,src_mc,duan_full_notes
244,youwen,氐,坻,聲,小渚也。《詩》曰：“宛在水中坻。”从土氐聲。,9041,直尼切,澄開三脂平,直尼,drij,identical_fanqie,high,澄開三脂平 直尼切 drij | 章開三支上 諸氏切 tsyeX | 端開四齊上 都禮切 tejX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十五部,十五部,,,底、下、根柢、抵至,"段注""氐""下""氐之言抵也""、""軧""下""軧之言底也""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,爾雅曰。小州曰渚。小渚曰沚。小沚曰坻。毛詩周南、秦傳曰。水中可居者曰州。渚、小州也。坻、小渚也。小渚曰沚。今按毛傳不應坻沚同訓。若云坻、小沚也。小渚曰沚。則於爾雅合。許水部渚下引爾雅小州曰渚。沚下云小渚也。皆與爾雅、毛傳同。則此小渚亦當作小沚明矣。坻者、水中可居之冣小者也。 ‖ 直尼切。十五部。與十六部之坁迥別。 ‖ 秦風蒹葭文。 ‖ 夊聲。 ‖ 耆聲。
245,youwen,氐,軧,聲,大車後也。从車氐聲。,9550,丁禮切,端開四齊上,都禮,tejX,initial+rhyme+tone,high,端開四齊上 都禮切 tejX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十五部,十五部,軧之言底也,,底、下、根柢、抵至,"段注""氐""下""氐之言抵也""、""軧""下""軧之言底也""",E,,,"Claude (first pass, unverified)","大车后；段注""之言底也""",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,大車以載任器。牝負長八尺。謂較也。其後必崇。其闌與三面等。非若小車之後也。故曰軧。軧之言底也。 ‖ 丁禮切。十五部。
246,youwen,氐,阺,聲,秦謂陵阪曰阺。从𨸏氐聲。,9614,丁禮切,澄開三脂平,直尼,drij,no_match_first_reading,medium,澄開三脂平 直尼切 drij,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十五部,十五部,凡氏聲在十六部 / 凡氐聲在十五部,,底、下、根柢、抵至,"段注""氐""下""氐之言抵也""、""軧""下""軧之言底也""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,大𨸏曰陵。坡曰阪。秦人方言皆曰阺也。漢書楊雄解嘲曰。響若坁隤。應劭云。天水有大坂。名曰隴坁。其山堆旁箸𡹔落作聲。聞數百里。故曰坁隤。按仲遠誤也。依說文則巴蜀名山岸脅之旁箸欲落𡐦者曰氏。氏𡹔聞數百里。秦謂陵阪曰阺。其字則氏與阺不同。其語言則秦與巴蜀不同。且氏主謂石。故𡹔聲聞遠。阺主謂土。陵阪皆土阜也。氏或譌作坁。韋昭音若是理之是。不誤。阺字或作坻。音丁兮丁禮二反。高唐賦。臨大阺之稸水。是其正字也。自仲遠合而一之。古音十六十五部之別亦淆矣。凡氏聲在十六部。凡氐聲在十五部。 ‖ 丁禮切。十五部。
247,youwen,票,𤐫,phonetic_head,火飛也。从火，纳與𠨧同意。,6452,方昭切,滂三A宵平,撫招,phjiew,rhyme+tone_only,medium,滂三A宵平 撫招切 phjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,此與熛音義皆同 / 凡从票爲聲者、多取會意 / 故爲同意,引申爲凡輕銳之偁,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",H,,,"Claude (first pass, unverified)",火飞,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,此與熛音義皆同。玉篇、廣韵亦然。引申爲凡輕銳之偁。周禮草人。輕𤐫用犬。注謂地之輕脃者也。漢有票姚校尉、票騎將軍。票姚、荀悅漢紀作票鷂。服䖍音飄搖。小顏二字皆去聲。非古也。平聲者古音。去聲者今音耳。今俗閒信券曰票。亦尙存古義。凡从票爲聲者、多取會意。 ‖ 按當作从火？省。葢省廾爲一也。？卽？之或體。？訓𦫵高。火飛亦𦫵高。故爲同意。方昭切。二部。
248,youwen,票,蔈,聲,苕之黃華也。从艸𤐫聲。一曰末也。,502,方小切,幫三A宵平,甫遙,pjiew,initial_only,medium,幫三A宵平 甫遙切 pjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",一曰末也,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,釋艸。苕、陵苕。黃華蔈。白華茇。郭云。苕華色異。名亦不同。玉裁按許君茇字下云。一曰艸之白華爲茇。不云苕之白華。則蔈字下亦當云艸之黃華。不當如郭說也。今本苕字恐是後人用郭說改之。許於苕下云艸也。亦不云陵苕。 ‖ 方小切。二部。 ‖ 金部之鏢、木部之標皆訓末。蔈當訓艸末。禾部曰。秒、禾𦬆也。秋分而秒定。按淮南天文訓作秋分蔈定。此蔈爲末之證也。
249,youwen,票,嘌,聲,疾也。从口𤐫聲。《詩》曰：“匪車嘌兮。”,863,撫招切,滂三A宵平,撫招,phjiew,identical_fanqie,high,滂三A宵平 撫招切 phjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",疾，轻疾,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,檜風。匪車嘌兮。毛曰。嘌嘌、無節度也。按無節度者、卽上章所云疾驅。非有道之車也。 ‖ 撫招切。二部。
250,youwen,票,𧽤,聲,輕行也。从走票聲。,996,撫招切,滂三A宵平,撫招,phjiew,identical_fanqie,high,幫三A宵平 甫遙切 pjiew | 滂三A宵平 撫招切 phjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",轻行,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,撫招切。二部。
251,youwen,票,瞟,聲,𥉻也。从目𤐫聲。,2131,敷沼切,滂三A宵上,敷沼,phjiewX,identical_fanqie,high,滂三A宵平 撫招切 phjiew | 滂三A宵上 敷沼切 phjiewX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",E,,,"Claude (first pass, unverified)",瞥视,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,今江蘇俗謂以目伺察曰瞟。音如瓢上聲。 ‖ 𢾭沼切。二部。
252,youwen,票,膘,聲,牛脅後髀前合革肉也。从肉𤐫聲。讀若繇。,2671,敷紹切,滂三A宵上,敷沼,phjiewX,initial+rhyme+tone,high,並三A宵上 符少切 bjiewX | 滂三A宵上 敷沼切 phjiewX | 精開三宵上 子小切 tsjewX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,合革肉者、他處革與肉可分剥。獨此處不可分剥也。七發所謂犓牛之腴。毛傳云。射左膘。三蒼云。膘、小腹兩邊肉也。 ‖ 𢾭紹切。二部。今俗謂牲肥者曰膘壯。音如標。
253,youwen,票,剽,聲,砭刺也。从刀𤐫聲。一曰剽，劫人也。,2774,匹妙切,滂三A宵去,匹妙,phjiewH,identical_fanqie,high,並三A宵平 符霄切 bjiew | 滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",E,,,"Claude (first pass, unverified)","砭刺；段注""凡末謂之剽""",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,謂砭之、刺之皆曰剽也。砭者、以石刺病也。刺者、直傷也。砭刺必用其器之末。因之凡末謂之剽。莊子謂本末爲本剽。素問有標本病傳論。標亦末也。 ‖ 匹妙切。二部。按當依李軌莊子音怖遥反。陸甫小反。 ‖ 史記貨殖傳。攻剽椎埋。劫人作姦。漢賈誼傳。白晝大都之中。剽吏而奪之金。按此義當去聲。
254,youwen,票,標,聲,木杪末也。从木𤐫聲。,3565,敷沼切,幫三A宵上,方小,pjiewX,rhyme+tone_only,low,幫三A宵平 甫遙切 pjiew | 幫三A宵上 方小切 pjiewX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,故引伸之義曰標舉,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",木杪末,mc_low,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,杪𠅅（末）、謂𠅅（末）之細者也。古謂木未曰本標。如素問有標本病傳論是也。亦作本剽。如莊子云有長而無本剽者是也。標𡉈冣上。故引伸之義曰標舉。肆師。表齍盛告絜。注云。故書表爲剽。剽表皆謂微識也。按表剽皆同標。 ‖ 敷沼切。二部。
255,youwen,票,旚,聲,旌旗旚繇也。从㫃票聲。,4275,匹招切,滂三A宵平,撫招,phjiew,initial+rhyme+tone,high,滂三A宵平 撫招切 phjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,髟鼬卽旚搖之叚借字也,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",旌旗飘扬,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,繇今之搖字。小徐作搖。旚今字作飄。飄搖行而旚繇廢矣。廣成頌曰。羽旄紛其髟鼬。髟鼬卽旚搖之叚借字也。 ‖ 匹昭切。二部。
256,youwen,票,瓢,聲,蠡也。从瓠省，㶾聲。,4533,符宵切,並三A宵平,符霄,bjiew,initial+rhyme+tone,high,並三A宵平 符霄切 bjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",E,,,"Claude (first pass, unverified)",匏勺，轻浮,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,蠡者、𧯷也。豆部曰。𧯷者、蠡也。以一瓠劙爲二曰瓢。亦曰蠡。亦曰𧯷。蠡一作㼖。見九歎、方言。一作盠。見皇象書急就碑本。其作蠡者、見周禮鬯人注、漢書東方朔傳。詳豆部。 ‖ 不入瓜部者、瓠與瓜別也。 ‖ 符宵切。二部。玉篇作𤬟。
257,youwen,票,幖,聲,幟也。从巾𤐫聲。,4867,方招切,幫三A宵平,甫遙,pjiew,initial+rhyme+tone,high,幫三A宵平 甫遙切 pjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,按剽表皆叚借字,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",E,,,"Claude (first pass, unverified)",标帜,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,亦三字一句。各本作幟也二字。今正。通俗文曰。幑号曰幖。私記曰幟。周禮肆師。表？盛告絜。鄭注。故書表爲剽。剽表皆謂幑識也。按剽表皆叚借字。幖其本字也。凡物之幖識亦曰幑識。今字多作標牓。標行而幖廢矣。 ‖ 方招切。二部。
258,youwen,票,僄,聲,輕也。从人㶾聲。,5114,匹妙切,滂三A宵去,匹妙,phjiewH,identical_fanqie,high,滂三A宵平 撫招切 phjiew | 滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",轻也,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,方言曰𠆩、僄、輕也。楚凡相輕薄或謂之𠆩或謂之僄也。班固賦曰。雖輕迅與僄狡。按古或假剽爲之。僄亦作嫖。霍嫖姚是也。 ‖ 匹妙切。二部。
259,youwen,票,𧢄,聲,目有察省見也。从見票聲。,5463,方小切,幫三A宵上,方小,pjiewX,identical_fanqie,high,幫三A宵上 方小切 pjiewX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,與目部之瞟、音義皆同,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,目偶有所見也。伺者有意。𧢄者無心。今俗語尙云𧢄。與目部之瞟、音義皆同。 ‖ 方小切。二部。方係類隔。
260,youwen,票,驃,聲,黃馬發白色。一曰白髦尾也。从馬𤐫聲。,6125,毗召切,並三A宵去,毗召,bjiewH,identical_fanqie,high,並三A宵去 毗召切 bjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,發白色者、起白㸃斑駁也。釋嘼曰。黃白曰騜。毛詩祗作皇。然則皇卽驃與。牛部犥下曰。牛黃白色。與驃音正同也。 ‖ 謂黃馬而白鬣尾也。 ‖ 毗召切。二部。
261,youwen,票,麃,省聲,麠屬。从鹿，㶾省聲。,6246,薄交切,並二肴平,薄交,baew,identical_fanqie,high,並二肴平 薄交切 baew | 滂三B宵上 滂表切 phjewX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,葢儦儦之叚借字也,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",N,,,"Claude (first pass, unverified)",省声,relation_省聲,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,鉉本作麠屬。鍇本作麋屬。今依韵會本。麃者、麞屬也。麞者、麋屬也。韋昭曰。楚人謂麋爲麃。葢麃似麋而無角。陸機詩疏曰。四足之美有麃。㒳足之美有鷮。 ‖ 薄交切。二部。詩鄭風。駟介麃麃。傳云。武皃。葢儦儦之叚借字也。
262,youwen,票,熛,聲,火飛也。从火㶾聲。讀若摽。,6407,甫遙切,幫三A宵平,甫遙,pjiew,identical_fanqie,high,幫三A宵平 甫遙切 pjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",火飞,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,玄應引三蒼云。熛、迸火也。吕氏春秋云。突泄一熛。焚宮燒𧂐。班固答賓戯借猋爲之。 ‖ 甫遥切。二部。當必遥切。按同部票熛二字同音同義。熛卽票聲。似票正熛俗。故集韵、類篇、韵會皆合二爲一。然李善、玄應所引皆有熛字。玉篇亦分載。未容改併。
263,youwen,票,慓,聲,疾也。从心票聲。,6781,𢾭沼切,並三A宵上,符少,bjiewX,rhyme+tone_only,low,滂三A宵平 撫招切 phjiew | 並三A宵上 符少切 bjiewX | 滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,此謂剽卽慓之叚借也,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",疾也,mc_low,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,廣雅。急也。弓人曰。於挺臂中有柎焉。故剽。注云。剽、疾也。此謂剽卽慓之叚借也。 ‖ ？沼切。二部。亦平聲。
264,youwen,票,漂,聲,浮也。从水票聲。,7142,匹消切,滂三A宵平,撫招,phjiew,initial+rhyme+tone,high,滂三A宵平 撫招切 phjiew | 滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",浮也,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,謂浮於水也。鄭風。風其漂女。毛曰。漂猶吹也。按上章言吹。因吹而浮、故曰猶吹。凡言猶之例視此。漂潎、水中擊絮也。莊子曰洴澼。 ‖ 匹消切。又匹妙切。二部。
265,youwen,票,摽,聲,擊也。从手票聲。一曰挈門壯也。,7891,符少切,並三A宵上,符少,bjiewX,identical_fanqie,high,滂三A宵平 撫招切 phjiew | 並三A宵上 符少切 bjiewX | 滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,左傳。長木之斃。無不摽也。杜云。摽、擊也。柏舟傳曰。摽、拊心皃。 ‖ 符少切。二部。左釋文敷蕭普交二切。 ‖ 𨷲牡、一物也。見門部。挈者、提而启之也。葉鈔本𨷲作門。
266,youwen,票,嫖,聲,輕也。从女𤐫聲。,8265,匹招切,滂三A宵平,撫招,phjiew,initial+rhyme+tone,high,滂三A宵平 撫招切 phjiew | 滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,與人部僄音義皆同,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",轻也,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,與人部僄音義皆同。漢霍去病票姚校尉。票姚讀如飄搖。謂輕疾也。荀悅漢紀作票鷂。音亦同耳。古多平聲。後代乃多改爲去聲。師古讀頻妙羊召二切。殊失古意。證以杜子美詩。益可見矣。 ‖ 匹招切。二部。
267,youwen,票,縹,聲,帛青白色也。从糸㶾聲。,8570,敷沼切,滂三A宵上,敷沼,phjiewX,identical_fanqie,high,滂三A宵上 敷沼切 phjiewX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,白靑各本作靑白。今正。此金剋木之色。所剋當在下也。縹、禮記正義謂之碧。釋名曰。縹猶漂。漂、淺靑色也。有碧縹、有天縹、有骨縹。各以其色所象言之也。 ‖ 𢾭沼切。二部。
268,youwen,票,飄,聲,回風也。从風㶾聲。,8936,撫招切,滂三A宵平,撫招,phjiew,identical_fanqie,high,並三A宵平 符霄切 bjiew | 滂三A宵平 撫招切 phjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",回风,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,回者、般旋而起之風。莊子所謂羊角。司馬云。風曲上行若羊角也。釋天云。迴風爲飄。匪風毛傳同。按何人斯傳曰。飄風、暴起之風。依文爲義。故不云回風。 ‖ 撫招切。二部。
269,youwen,票,勡,聲,劫也。从力㶾聲。,9200,匹眇切,滂三A宵去,匹妙,phjiewH,initial_only,medium,滂三A宵去 匹妙切 phjiewH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",E,,,"Claude (first pass, unverified)",劫，剽疾,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,以力脅止人而取其物也。賈誼傳曰。盜者白晝大都之中。勡吏而奪之金。貨殖傳曰。攻剽椎埋。按此篆諸書多从刀。而許刀部剽下曰。一曰剽劫人也。是在許時固从力从刀竝行。二形不必有是非矣。 ‖ 匹妙切。二部。
270,youwen,票,鏢,聲,刀削末銅也。从金㶾聲。,9352,撫招切,滂三A宵平,撫招,phjiew,identical_fanqie,high,滂三A宵平 撫招切 phjiew,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,二部,二部,,,轻扬、飞举、末梢,"段注""𤐫""下""引申爲凡輕銳之偁……凡从票爲聲者、多取會意""",Y,,,"Claude (first pass, unverified)",刀削末铜，末梢,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,削者、刀鞞也。私妙切。俗作韒。刀室之末。以銅飾之曰鏢。鞞用革。故其末飾銅耳。而高誘注天文訓云。標讀如刀末爲鏢。通俗文曰。刀鋒爲𨭚。皆自刀言、不自刀室言。與許說異矣。 ‖ 撫招切。二部。
